sqft,bath,balcony,price,bhk,location_encoded,society_encoded
550.0,2.0,1.0,16.0,2,54.73337781608231,53.89583175210039
1128.0,2.0,1.0,63.5,2,54.73337781608231,70.4858360333595
589.0,1.0,1.0,29.0,1,54.73337781608231,71.41722164465739
825.0,2.0,1.0,30.0,2,54.73337781608231,77.37342693133259
1575.0,3.0,1.0,94.5,3,54.73337781608231,85.8944811277199
1070.0,2.0,1.0,48.0,2,54.73337781608231,56.1857500315909
1025.0,2.0,1.0,54.0,2,54.73337781608231,56.1857500315909
1500.0,2.0,1.0,70.0,3,54.73337781608231,56.1857500315909
1500.0,2.0,1.0,64.5,3,54.73337781608231,56.1857500315909
2093.0,4.0,2.0,134.0,4,54.73337781608231,86.48792571402429
750.0,2.0,1.0,19.5,2,54.73337781608231,53.89583175210039
1355.0,2.0,1.0,73.0,2,54.73337781608231,70.4858360333595
1360.0,2.0,1.0,64.99,3,54.73337781608231,56.1857500315909
1060.0,2.0,1.0,52.0,2,54.73337781608231,56.1857500315909
1056.0,2.0,1.0,39.07,2,40.684246036902806,79.7311691140762
1020.0,2.0,1.0,30.6,2,40.684246036902806,35.9542731512175
1069.0,2.0,2.0,45.0,2,40.684246036902806,79.64626909702083
630.0,1.0,1.0,28.35,1,40.684246036902806,82.46699061739348
1220.0,2.0,1.0,35.23,3,40.684246036902806,35.9542731512175
2225.0,4.0,0.0,98.88,4,40.684246036902806,82.46699061739348
1400.0,2.0,1.0,40.43,3,40.684246036902806,35.9542731512175
1266.0,2.0,2.0,59.0,2,40.684246036902806,81.94187438555733
1000.0,2.0,1.0,28.88,2,40.684246036902806,35.9542731512175
1320.0,2.0,1.0,38.13,3,40.684246036902806,35.9542731512175
1220.0,3.0,1.0,35.23,3,40.684246036902806,35.9542731512175
972.0,2.0,1.0,44.0,2,40.684246036902806,76.05209938803547
1003.0,2.0,1.0,40.6,2,40.684246036902806,76.05209938803547
1320.0,2.0,1.0,38.12,3,40.684246036902806,35.9542731512175
1395.0,2.0,1.0,62.78,3,40.684246036902806,82.46699061739348
1160.0,2.0,1.0,33.5,2,40.684246036902806,35.9542731512175
1065.0,2.0,1.0,30.75,2,40.684246036902806,35.9542731512175
1400.0,2.0,2.0,41.58,3,40.684246036902806,35.9542731512175
1000.0,2.0,1.0,28.88,2,40.684246036902806,35.9542731512175
1400.0,2.0,2.0,40.43,3,40.684246036902806,35.9542731512175
900.0,2.0,2.0,32.5,2,40.684246036902806,78.49399981493788
1329.0,2.0,2.0,41.0,3,40.684246036902806,76.05209938803547
1220.0,3.0,1.0,35.23,3,40.684246036902806,35.9542731512175
1418.0,3.0,2.0,52.47,3,40.684246036902806,79.7311691140762
1070.0,2.0,2.0,45.0,2,40.684246036902806,79.64626909702083
1310.0,2.0,1.0,37.83,3,40.684246036902806,35.9542731512175
1140.0,2.0,1.0,33.06,2,40.684246036902806,35.9542731512175
1089.0,2.0,0.0,32.67,2,40.684246036902806,78.5161182555796
1400.0,2.0,2.0,40.44,3,40.684246036902806,35.9542731512175
1160.0,2.0,1.0,33.5,2,40.684246036902806,35.9542731512175
975.0,2.0,2.0,45.0,3,40.684246036902806,79.29164143476962
1116.0,2.0,2.0,37.0,2,40.684246036902806,76.05209938803547
1000.0,2.0,1.0,28.88,2,40.684246036902806,35.9542731512175
1000.0,2.0,1.0,28.88,2,40.684246036902806,35.9542731512175
1000.0,2.0,1.0,28.88,2,40.684246036902806,35.9542731512175
3550.0,0.0,0.0,167.5,4,40.684246036902806,96.0586438539426
1611.0,2.0,2.0,48.33,3,40.684246036902806,79.7347733035948
1065.0,2.0,1.0,30.88,2,40.684246036902806,35.9542731512175
1220.0,3.0,1.0,36.6,3,40.684246036902806,35.9542731512175
1320.0,2.0,1.0,38.13,3,40.684246036902806,35.9542731512175
920.0,2.0,2.0,26.0,2,40.684246036902806,78.46764324569288
1140.0,2.0,1.0,33.84,2,40.684246036902806,35.9542731512175
875.0,2.0,2.0,40.0,3,40.684246036902806,79.29164143476962
1125.0,2.0,1.0,32.49,2,40.684246036902806,35.9542731512175
1310.0,2.0,2.0,37.83,3,40.684246036902806,35.9542731512175
1220.0,2.0,1.0,36.21,3,40.684246036902806,35.9542731512175
1140.0,2.0,1.0,32.92,2,40.684246036902806,35.9542731512175
1116.0,2.0,2.0,40.0,2,40.684246036902806,76.05209938803547
1150.0,3.0,3.0,46.0,3,40.684246036902806,80.25046421883836
1502.0,3.0,3.0,50.0,3,40.684246036902806,78.46764324569288
1020.0,2.0,2.0,32.0,2,40.684246036902806,78.42894557775638
1020.0,2.0,1.0,27.43,2,40.684246036902806,35.9542731512175
1020.0,2.0,1.0,29.45,2,40.684246036902806,35.9542731512175
1000.0,2.0,1.0,28.88,2,40.684246036902806,35.9542731512175
1310.0,2.0,1.0,37.84,3,40.684246036902806,35.9542731512175
1125.0,2.0,1.0,32.49,2,40.684246036902806,35.9542731512175
1200.0,2.0,1.0,34.65,2,40.684246036902806,35.9542731512175
1160.0,2.0,1.0,52.2,2,40.684246036902806,82.46699061739348
1244.0,2.0,1.0,55.0,2,40.684246036902806,79.7311691140762
1160.0,2.0,1.0,33.51,2,40.684246036902806,35.9542731512175
1220.0,3.0,1.0,35.25,3,40.684246036902806,35.9542731512175
1625.0,2.0,2.0,48.75,3,40.684246036902806,79.7347733035948
972.0,2.0,1.0,40.0,2,40.684246036902806,76.05209938803547
1160.0,2.0,1.0,33.51,2,40.684246036902806,35.9542731512175
1400.0,2.0,2.0,40.45,3,40.684246036902806,35.9542731512175
1090.0,2.0,1.0,31.48,2,40.684246036902806,35.9542731512175
1140.0,2.0,1.0,32.92,2,40.684246036902806,35.9542731512175
1160.0,2.0,1.0,33.5,2,40.684246036902806,35.9542731512175
1025.0,2.0,1.0,29.6,2,40.684246036902806,35.9542731512175
2187.0,4.0,0.0,105.0,4,40.684246036902806,82.46699061739348
1320.0,2.0,1.0,38.12,3,40.684246036902806,35.9542731512175
1125.0,2.0,1.0,32.63,2,40.684246036902806,35.9542731512175
1140.0,2.0,1.0,34.0,2,40.684246036902806,35.9542731512175
1310.0,2.0,1.0,37.84,3,40.684246036902806,35.9542731512175
1400.0,2.0,2.0,40.43,3,40.684246036902806,35.9542731512175
1135.0,2.0,2.0,46.0,2,40.684246036902806,78.46764324569288
1165.0,2.0,1.0,33.64,2,40.684246036902806,35.9542731512175
1400.0,2.0,2.0,40.44,3,40.684246036902806,35.9542731512175
1336.0,2.0,3.0,50.35,3,40.684246036902806,76.05209938803547
1065.0,2.0,1.0,30.76,2,40.684246036902806,35.9542731512175
1065.0,2.0,1.0,30.75,2,40.684246036902806,35.9542731512175
1140.0,2.0,1.0,33.06,2,40.684246036902806,35.9542731512175
1200.0,2.0,1.0,34.65,2,40.684246036902806,35.9542731512175
1310.0,2.0,1.0,37.83,3,40.684246036902806,35.9542731512175
1651.0,3.0,1.0,49.53,3,40.684246036902806,79.7347733035948
1475.0,3.0,2.0,78.29,3,63.335646568453555,84.60506311167866
1490.0,3.0,1.0,78.8,3,63.335646568453555,83.74832921550015
1113.27,2.0,2.0,53.0,2,63.335646568453555,80.57866853516786
1490.0,3.0,1.0,84.0,3,63.335646568453555,83.74832921550015
1175.0,2.0,2.0,51.47,2,63.335646568453555,72.58532734492496
920.0,2.0,2.0,33.0,2,63.335646568453555,78.55905405211938
1750.0,3.0,2.0,84.0,3,63.335646568453555,83.74832921550015
1015.0,2.0,1.0,56.0,2,63.335646568453555,83.74832921550015
1595.0,3.0,2.0,75.0,3,63.335646568453555,72.58532734492496
1515.0,2.0,1.0,80.91,3,63.335646568453555,84.60506311167866
1555.0,2.0,1.0,82.0,3,63.335646568453555,84.60506311167866
1340.0,2.0,2.0,75.0,2,63.335646568453555,72.58532734492496
1124.0,2.0,2.0,55.0,3,63.335646568453555,80.57866853516786
1175.0,2.0,1.0,57.0,2,63.335646568453555,72.58532734492496
755.0,1.0,1.0,42.41,1,63.335646568453555,72.58532734492496
580.0,1.0,1.0,27.0,1,63.335646568453555,77.7784032059414
940.0,2.0,2.0,49.0,2,63.335646568453555,80.64078964192736
1335.0,2.0,2.0,67.0,2,63.335646568453555,72.58532734492496
1175.0,2.0,1.0,69.0,2,63.335646568453555,72.58532734492496
1113.12,2.0,2.0,55.0,2,63.335646568453555,80.57866853516786
635.0,1.0,0.0,26.0,1,63.335646568453555,77.6482947315784
1190.0,2.0,1.0,68.0,2,63.335646568453555,72.58532734492496
1085.0,2.0,1.0,46.0,2,63.335646568453555,80.25046421883836
1450.0,3.0,2.0,72.54,3,63.335646568453555,72.58532734492496
1175.0,2.0,2.0,64.98,2,63.335646568453555,72.58532734492496
1200.0,2.0,2.0,59.76,2,63.335646568453555,72.58532734492496
1145.0,2.0,1.0,54.0,2,63.335646568453555,72.58532734492496
1125.0,2.0,2.0,65.0,2,63.335646568453555,82.72252523173532
1522.0,0.0,0.0,60.75,3,63.335646568453555,72.58532734492496
1550.0,2.0,2.0,82.0,3,63.335646568453555,84.93436929590628
1175.0,2.0,1.0,50.0,2,63.335646568453555,80.77089811629035
1450.0,3.0,1.0,70.0,3,63.335646568453555,72.58532734492496
1450.0,2.0,2.0,63.51,3,63.335646568453555,72.58532734492496
1450.0,3.0,2.0,58.0,3,63.335646568453555,72.58532734492496
1314.0,2.0,2.0,60.0,2,63.335646568453555,82.07198285992033
1170.0,2.0,1.0,62.0,2,63.335646568453555,72.58532734492496
1450.0,3.0,2.0,79.0,3,63.335646568453555,72.58532734492496
1080.0,2.0,2.0,46.0,2,63.335646568453555,80.25046421883836
1205.0,2.0,2.0,60.0,2,63.335646568453555,72.58532734492496
1305.0,2.0,1.0,67.0,2,63.335646568453555,72.58532734492496
755.0,1.0,0.0,30.12,1,63.335646568453555,72.58532734492496
1175.0,2.0,1.0,60.0,2,63.335646568453555,72.58532734492496
1700.0,3.0,1.0,180.0,3,160.33549529037202,98.79616285858668
1305.0,3.0,0.0,95.45,3,160.33549529037202,86.6843282760886
1870.0,3.0,3.0,185.0,3,160.33549529037202,99.1507905208379
1750.0,3.0,2.0,150.0,3,160.33549529037202,93.78174555259014
4850.0,6.0,2.0,385.0,4,160.33549529037202,129.64876947444276
3500.0,4.0,2.0,330.0,3,160.33549529037202,117.20127093792975
1550.0,2.0,2.0,140.0,2,160.33549529037202,92.48066080896015
1900.0,4.0,2.0,145.0,3,160.33549529037202,93.13120318077515
2560.0,3.0,2.0,265.0,3,160.33549529037202,112.48479062148374
1700.0,3.0,1.0,180.0,3,160.33549529037202,98.79616285858668
2560.0,3.0,0.0,288.0,3,160.33549529037202,112.48479062148374
3436.0,5.0,0.0,341.0,4,160.33549529037202,125.06466487922586
4856.0,5.0,3.0,410.0,4,160.33549529037202,129.64876947444276
1315.0,2.0,2.0,140.0,2,160.33549529037202,92.48066080896015
3435.0,2.0,1.0,341.0,4,160.33549529037202,125.06466487922586
3436.0,5.0,0.0,345.0,4,160.33549529037202,125.06466487922586
5400.0,3.0,2.0,400.0,3,160.33549529037202,126.3088641433396
1870.0,3.0,3.0,180.0,3,160.33549529037202,99.1507905208379
1420.0,2.0,0.0,120.0,2,160.33549529037202,89.8784913217002
1618.0,3.0,3.0,82.5,3,70.49238790262308,82.54222122076173
1222.0,2.0,1.0,63.0,2,70.49238790262308,82.12866273277936
1153.0,2.0,1.0,48.5,2,70.49238790262308,80.57573540474586
1460.0,2.0,2.0,65.0,3,70.49238790262308,82.72252523173532
1500.0,3.0,2.0,70.0,3,70.49238790262308,81.60843696905809
1621.0,3.0,3.0,72.0,3,70.49238790262308,83.63328455227631
990.0,2.0,1.0,40.0,2,70.49238790262308,79.46981337266037
1235.0,2.0,2.0,63.0,2,70.49238790262308,82.54222122076173
1385.0,3.0,2.0,64.0,3,70.49238790262308,82.59241675737232
1000.0,2.0,1.0,35.0,2,70.49238790262308,78.22775844801595
1010.0,2.0,1.0,35.0,2,70.49238790262308,78.22775844801595
1385.0,2.0,2.0,50.0,3,70.49238790262308,80.77089811629035
1435.0,2.0,3.0,62.0,3,70.49238790262308,82.12866273277936
945.0,2.0,0.0,45.0,2,70.49238790262308,80.12035574447536
1230.0,2.0,2.0,52.0,3,70.49238790262308,81.03111506501634
1120.0,2.0,2.0,50.0,2,70.49238790262308,81.60843696905809
1500.0,3.0,2.0,63.0,3,70.49238790262308,81.60843696905809
1205.0,2.0,1.0,56.58,2,70.49238790262308,82.54222122076173
1613.0,3.0,3.0,72.0,3,70.49238790262308,82.54222122076173
1245.0,2.0,2.0,59.0,2,70.49238790262308,81.94187438555733
1200.0,2.0,2.0,50.0,2,70.49238790262308,80.77089811629035
1670.0,3.0,2.0,120.0,3,98.11626821929055,92.22298614403033
1776.42,3.0,2.0,105.0,3,98.11626821929055,88.40490863273362
940.0,2.0,1.0,56.8,2,98.11626821929055,81.65563574195873
1075.0,2.0,1.0,60.0,2,98.11626821929055,82.07198285992033
1715.0,3.0,2.0,115.0,3,98.11626821929055,89.43467706662385
1751.0,2.0,1.0,115.0,3,98.11626821929055,92.22298614403033
1530.0,3.0,2.0,105.0,3,98.11626821929055,87.80270532879888
1752.0,3.0,2.0,105.0,3,98.11626821929055,88.40490863273362
1680.0,4.0,3.0,95.0,3,98.11626821929055,86.62577946262525
1728.0,3.0,2.0,125.0,3,98.11626821929055,92.22298614403033
1645.0,3.0,2.0,110.0,3,98.11626821929055,89.93877522145422
1517.0,3.0,3.0,100.0,3,98.11626821929055,87.80270532879888
1750.0,3.0,2.0,120.0,3,98.11626821929055,92.22298614403033
1751.0,3.0,2.0,115.0,3,98.11626821929055,92.22298614403033
1750.0,3.0,2.0,105.0,3,98.11626821929055,88.40490863273362
1885.0,3.0,2.0,135.0,3,98.11626821929055,91.83011843714516
1715.0,3.0,3.0,120.0,3,98.11626821929055,89.93877522145422
1623.29,2.0,2.0,105.0,3,98.11626821929055,89.93877522145422
1715.0,3.0,3.0,115.0,3,98.11626821929055,89.43467706662385
1715.0,3.0,2.0,105.0,3,98.11626821929055,89.93877522145422
1600.0,3.0,3.0,105.0,3,98.11626821929055,89.43467706662385
1717.0,3.0,3.0,125.0,3,98.11626821929055,92.22298614403033
1715.0,3.0,3.0,112.0,3,98.11626821929055,89.93877522145422
1470.0,2.0,2.0,82.0,3,90.17922665608894,90.17922665608894
1745.0,3.0,2.0,125.0,3,90.17922665608894,90.17922665608894
1745.0,3.0,2.0,104.0,3,90.17922665608894,90.17922665608894
1745.0,3.0,2.0,115.0,3,90.17922665608894,90.17922665608894
1745.0,3.0,2.0,110.0,3,90.17922665608894,90.17922665608894
2570.0,4.0,0.0,141.0,5,90.17922665608894,90.17922665608894
1205.0,2.0,2.0,70.0,2,90.17922665608894,90.17922665608894
1435.0,2.0,2.0,80.0,3,90.17922665608894,90.17922665608894
1475.0,2.0,2.0,80.0,2,90.17922665608894,90.17922665608894
2000.0,3.0,3.0,125.0,3,90.17922665608894,90.17922665608894
1285.0,2.0,2.0,90.0,2,90.17922665608894,90.17922665608894
1140.0,2.0,3.0,43.0,2,74.44071598330031,79.64518344984636
1600.0,3.0,3.0,75.0,3,74.44071598330031,84.02360997536529
1140.0,2.0,2.0,49.11,2,74.44071598330031,79.64518344984636
1195.0,2.0,2.0,44.0,2,74.44071598330031,79.99024727011236
1457.0,2.0,3.0,60.0,2,74.44071598330031,82.37087997359833
1080.0,2.0,2.0,41.0,2,74.44071598330031,79.25476015789548
2132.0,3.0,3.0,80.0,3,74.44071598330031,82.37087997359833
1800.0,3.0,1.0,70.0,3,74.44071598330031,82.37087997359833
1175.0,2.0,2.0,43.48,2,74.44071598330031,79.25476015789548
1362.0,3.0,2.0,62.63,3,74.44071598330031,81.86021535114425
1063.0,2.0,2.0,40.0,2,74.44071598330031,79.46981337266037
1235.0,2.0,2.0,52.76,2,74.44071598330031,79.64518344984636
1362.0,3.0,1.0,62.63,3,74.44071598330031,81.86021535114425
1362.0,3.0,1.0,62.63,3,74.44071598330031,81.86021535114425
1457.0,2.0,3.0,60.0,2,74.44071598330031,82.37087997359833
1400.0,3.0,2.0,56.0,3,64.04803422709388,70.81028491213735
1372.0,2.0,1.0,68.0,2,64.04803422709388,83.44442657394794
1140.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1372.0,2.0,1.0,61.0,2,64.04803422709388,83.44442657394794
1750.0,3.0,2.0,95.0,3,64.04803422709388,86.62577946262525
1140.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1372.0,2.0,1.0,61.0,2,64.04803422709388,83.44442657394794
1140.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1127.0,2.0,1.0,68.0,2,64.04803422709388,82.97976912218229
1145.0,2.0,2.0,48.0,2,64.04803422709388,70.81028491213735
1009.0,2.0,2.0,56.0,2,64.04803422709388,81.2066308109262
1140.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1126.0,2.0,1.0,69.0,2,64.04803422709388,82.97976912218229
1360.0,2.0,1.0,53.0,3,64.04803422709388,81.16122353937934
1140.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1145.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1142.0,2.0,2.0,65.0,2,64.04803422709388,82.72252523173532
1145.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1844.0,3.0,3.0,95.0,3,64.04803422709388,83.44442657394794
1203.0,2.0,2.0,72.0,2,64.04803422709388,82.0718327643087
1140.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1140.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1145.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1009.0,2.0,2.0,56.0,2,64.04803422709388,81.2066308109262
1145.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1100.0,2.0,2.0,44.0,2,64.04803422709388,79.99024727011236
1203.0,2.0,2.0,60.0,2,64.04803422709388,82.0718327643087
1140.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1289.0,2.0,0.0,70.0,2,64.04803422709388,83.37306760355031
1844.0,3.0,1.0,89.0,3,64.04803422709388,83.44442657394794
1203.0,2.0,2.0,60.0,2,64.04803422709388,82.0718327643087
1140.0,2.0,2.0,46.0,2,64.04803422709388,70.81028491213735
1240.0,2.0,1.0,70.0,2,91.21901096442228,95.68902565313847
1464.0,3.0,2.0,56.0,3,91.21901096442228,78.57407740587632
2805.0,5.0,3.0,154.0,4,91.21901096442228,95.68902565313847
1056.0,2.0,1.0,61.0,2,91.21901096442228,81.76290223414162
1464.0,3.0,2.0,56.0,3,91.21901096442228,78.57407740587632
1810.0,3.0,2.0,100.0,3,91.21901096442228,95.68902565313847
1194.0,2.0,2.0,46.0,2,91.21901096442228,79.78812016192131
2805.0,4.0,3.0,154.0,4,91.21901096442228,95.68902565313847
1225.0,2.0,1.0,67.38,2,91.21901096442228,95.68902565313847
1920.0,3.0,1.0,115.0,3,91.21901096442228,87.49431922701363
1875.0,3.0,2.0,110.0,3,91.21901096442228,95.68902565313847
2017.0,3.0,2.0,125.0,3,91.21901096442228,87.49894022588444
1875.0,3.0,3.0,110.0,3,91.21901096442228,95.68902565313847
2475.0,4.0,0.0,130.0,3,91.21901096442228,87.49894022588444
1300.0,2.0,2.0,73.0,2,91.21901096442228,87.49894022588444
1850.0,3.0,0.0,110.0,3,91.21901096442228,88.57740657807022
1225.0,2.0,1.0,67.38,2,91.21901096442228,95.68902565313847
3400.0,5.0,3.0,240.0,4,91.21901096442228,105.49150824525994
1464.0,2.0,2.0,56.0,2,91.21901096442228,78.57407740587632
1230.0,2.0,1.0,78.0,2,91.21901096442228,95.68902565313847
3185.0,0.0,0.0,175.0,4,91.21901096442228,95.68902565313847
1300.0,2.0,2.0,79.0,2,91.21901096442228,87.49894022588444
1444.0,2.0,1.0,80.0,3,91.21901096442228,87.49894022588444
1464.0,3.0,2.0,56.0,3,91.21901096442228,78.57407740587632
1225.0,2.0,1.0,70.0,2,91.21901096442228,95.68902565313847
1464.0,3.0,3.0,56.0,3,91.21901096442228,78.57407740587632
1830.0,3.0,2.0,101.0,3,91.21901096442228,95.68902565313847
1810.0,3.0,2.0,126.0,3,91.21901096442228,95.68902565313847
1464.0,2.0,2.0,56.0,2,91.21901096442228,78.57407740587632
1520.0,2.0,2.0,96.0,3,91.21901096442228,95.68902565313847
1300.0,2.0,2.0,75.0,2,91.21901096442228,87.49894022588444
2017.0,2.0,2.0,125.0,3,91.21901096442228,87.49894022588444
2805.0,5.0,3.0,160.0,4,91.21901096442228,95.68902565313847
2017.0,3.0,2.0,105.0,3,91.21901096442228,87.49894022588444
1520.0,2.0,2.0,90.0,3,91.21901096442228,95.68902565313847
1985.0,3.0,2.0,130.0,3,91.21901096442228,91.17957606533018
1255.0,2.0,1.0,90.0,3,91.21901096442228,86.02956701754277
1056.0,2.0,1.0,60.0,2,91.21901096442228,81.76290223414162
1140.0,2.0,2.0,58.0,2,91.21901096442228,81.81176591119433
1560.0,3.0,1.0,90.0,3,91.21901096442228,85.97523709081027
1520.0,2.0,2.0,85.0,3,91.21901096442228,95.68902565313847
2805.0,4.0,3.0,154.0,4,91.21901096442228,95.68902565313847
1520.0,2.0,2.0,96.0,3,91.21901096442228,95.68902565313847
1510.0,3.0,2.0,83.05,3,91.21901096442228,95.68902565313847
1056.0,2.0,1.0,65.0,2,91.21901096442228,81.76290223414162
1810.0,3.0,2.0,100.0,3,91.21901096442228,95.68902565313847
575.0,1.0,1.0,38.0,1,91.21901096442228,95.68902565313847
1850.0,3.0,2.0,120.0,3,91.21901096442228,95.68902565313847
1464.0,3.0,2.0,56.0,3,91.21901096442228,78.57407740587632
1730.0,3.0,1.0,95.0,3,91.21901096442228,87.49431922701363
1225.0,2.0,1.0,77.0,2,91.21901096442228,95.68902565313847
1285.0,2.0,1.0,78.0,2,91.21901096442228,87.49894022588444
1225.0,2.0,1.0,67.48,2,91.21901096442228,95.68902565313847
1225.0,2.0,1.0,69.84,2,91.21901096442228,95.68902565313847
1315.0,2.0,1.0,85.0,2,91.21901096442228,87.49431922701363
1300.0,2.0,2.0,75.0,2,91.21901096442228,87.49894022588444
1300.0,2.0,1.0,75.0,2,91.21901096442228,87.49894022588444
1230.0,2.0,1.0,67.65,2,91.21901096442228,95.68902565313847
1464.0,3.0,2.0,56.0,3,91.21901096442228,78.57407740587632
1255.0,3.0,1.0,90.0,3,91.21901096442228,86.02956701754277
1735.0,3.0,2.0,97.0,3,91.21901096442228,87.49431922701363
1810.0,3.0,2.0,97.83,3,91.21901096442228,95.68902565313847
1200.0,2.0,2.0,46.0,2,91.21901096442228,79.78812016192131
1810.0,3.0,2.0,112.0,3,91.21901096442228,95.68902565313847
1174.0,2.0,1.0,69.0,2,102.06914050391107,92.17199546543388
1197.0,2.0,1.0,84.0,2,102.06914050391107,92.17199546543388
1757.0,3.0,2.0,132.0,3,102.06914050391107,93.21206670123742
1174.0,2.0,1.0,76.0,2,102.06914050391107,92.17199546543388
1754.0,3.0,2.0,125.0,3,102.06914050391107,93.21206670123742
1290.0,2.0,1.0,85.0,2,102.06914050391107,92.17199546543388
1752.12,3.0,2.0,116.0,3,102.06914050391107,93.21206670123742
1754.0,3.0,2.0,124.0,3,102.06914050391107,93.21206670123742
1290.0,2.0,1.0,87.0,2,102.06914050391107,92.17199546543388
1749.0,3.0,2.0,115.0,3,102.06914050391107,92.17199546543388
2240.0,5.0,2.0,155.0,3,102.06914050391107,92.17199546543388
1884.0,4.0,2.0,120.0,4,102.06914050391107,87.27076383542204
1197.0,2.0,1.0,79.0,2,102.06914050391107,92.17199546543388
1174.0,2.0,1.0,78.0,2,102.06914050391107,92.17199546543388
1197.0,2.0,1.0,79.0,2,102.06914050391107,92.17199546543388
1174.0,2.0,1.0,75.0,2,102.06914050391107,92.17199546543388
1620.0,3.0,1.0,110.0,3,102.06914050391107,93.74636075434049
1414.0,3.0,2.0,77.5,3,102.06914050391107,87.27076383542204
1630.0,3.0,1.0,95.1,3,102.06914050391107,93.74636075434049
1755.0,3.0,2.0,130.0,3,102.06914050391107,92.17199546543388
1331.0,2.0,1.0,88.0,2,102.06914050391107,92.17199546543388
1756.0,3.0,2.0,128.0,3,102.06914050391107,93.21206670123742
1303.0,2.0,1.0,90.0,2,102.06914050391107,92.17199546543388
1174.0,2.0,1.0,75.0,2,102.06914050391107,92.17199546543388
1197.0,2.0,1.0,78.0,2,102.06914050391107,92.17199546543388
1290.0,2.0,1.0,89.9,2,102.06914050391107,92.17199546543388
1386.0,2.0,2.0,85.0,2,102.06914050391107,85.32469471899527
1174.0,2.0,1.0,74.0,2,102.06914050391107,92.17199546543388
1174.0,2.0,1.0,78.0,2,102.06914050391107,92.17199546543388
1755.0,3.0,2.0,115.0,3,102.06914050391107,92.17199546543388
2820.0,4.0,0.0,153.5,4,102.06914050391107,93.74636075434049
2569.0,4.0,1.0,175.0,4,102.06914050391107,92.17199546543388
1197.0,2.0,1.0,77.0,2,102.06914050391107,92.17199546543388
1752.12,3.0,2.0,125.0,3,102.06914050391107,93.21206670123742
2569.0,5.0,3.0,180.0,4,102.06914050391107,92.17199546543388
1197.0,2.0,1.0,76.0,2,102.06914050391107,92.17199546543388
1197.0,2.0,1.0,75.0,2,102.06914050391107,92.17199546543388
1755.0,3.0,2.0,117.0,3,102.06914050391107,92.17199546543388
1197.0,2.0,1.0,79.9,2,102.06914050391107,92.17199546543388
2990.0,4.0,1.0,225.0,4,102.06914050391107,93.74636075434049
1335.0,2.0,0.0,72.76,2,102.06914050391107,93.74636075434049
1760.0,2.0,2.0,123.0,3,140.13601720471024,97.47673778533607
5611.0,4.0,0.0,477.0,4,140.13601720471024,122.0769509070297
1349.0,2.0,1.0,98.2,2,140.13601720471024,106.35803069274674
2483.0,5.0,2.0,212.0,4,140.13601720471024,106.35803069274674
1760.0,2.0,2.0,130.0,3,140.13601720471024,97.47673778533607
3450.0,5.0,2.0,260.0,3,140.13601720471024,126.31442466844169
1920.0,3.0,2.0,134.0,3,140.13601720471024,97.47673778533607
1337.0,2.0,1.0,82.0,2,140.13601720471024,80.24904834030345
1349.0,2.0,1.0,98.0,2,140.13601720471024,106.35803069274674
1255.0,2.0,1.0,77.68,3,140.13601720471024,84.1704081997913
1355.0,3.0,1.0,83.87,3,140.13601720471024,84.1704081997913
1790.0,3.0,2.0,127.0,3,140.13601720471024,88.95281959808834
687.0,2.0,0.0,42.72,2,140.13601720471024,80.24904834030345
2790.0,5.0,3.0,198.0,4,140.13601720471024,125.09508590015811
2483.0,5.0,2.0,215.0,4,140.13601720471024,106.35803069274674
812.0,2.0,2.0,55.0,2,140.13601720471024,80.24904834030345
2790.0,4.0,3.0,198.0,4,140.13601720471024,125.09508590015811
3067.0,4.0,2.0,230.0,4,140.13601720471024,122.0769509070297
3067.0,4.0,3.0,230.0,4,140.13601720471024,122.0769509070297
1255.0,2.0,1.0,77.68,3,140.13601720471024,84.1704081997913
823.0,2.0,1.0,50.63,2,140.13601720471024,80.24904834030345
1420.0,2.0,1.0,123.0,2,140.13601720471024,97.47673778533607
1069.0,3.0,2.0,65.4,3,140.13601720471024,80.24904834030345
1420.0,2.0,1.0,99.39,2,140.13601720471024,97.47673778533607
4235.0,4.0,2.0,365.0,4,140.13601720471024,124.96768433272666
1700.0,3.0,2.0,124.0,3,140.13601720471024,125.09508590015811
1420.0,2.0,1.0,99.39,2,140.13601720471024,97.47673778533607
1355.0,3.0,1.0,83.87,3,140.13601720471024,84.1704081997913
1440.0,2.0,1.0,115.0,2,140.13601720471024,97.47673778533607
1355.0,3.0,1.0,83.87,3,140.13601720471024,84.1704081997913
2400.0,4.0,1.0,180.0,3,140.13601720471024,99.86004584534034
1255.0,2.0,1.0,77.68,3,140.13601720471024,84.1704081997913
