Reported Source,Reported Date,Service Type,Urgency,Impact,Priority,Closure Source,Ticket Type,Closed Date
2000,1701536174,3,4000,4000,3,2000,0,1702014257
2000,1701536347,1,4000,4000,3,2000,0,1702087024
11000,1701536475,3,4000,2000,3,2000,0,1702018067
11000,1701536505,3,4000,2000,3,2000,0,1702105206
11000,1701536506,3,4000,2000,3,2000,0,1702105206
11000,1701536512,3,4000,2000,3,2000,0,1702105206
11000,1701536512,3,4000,2000,3,2000,0,1702105206
2000,1701536533,0,4000,4000,3,NULL,0,NULL
11000,1701536581,3,4000,3000,3,2000,0,1701975215
11000,1701536582,3,4000,3000,3,2000,0,1701973997
11000,1701536583,3,4000,3000,3,2000,0,1701975215
11000,1701536583,3,4000,3000,3,2000,0,1701975215
11000,1701536584,3,4000,3000,3,2000,0,1701973997
11000,1701536585,3,4000,3000,3,2000,0,1701973997
11000,1701536586,3,4000,3000,3,2000,0,1701975215
11000,1701536589,3,4000,3000,3,2000,0,1701975215
11000,1701536590,3,4000,3000,3,2000,0,1701975215
11000,1701536593,3,4000,3000,3,2000,0,1701976491
11000,1701536593,3,4000,3000,3,2000,0,1701975215
11000,1701536596,3,4000,3000,3,2000,0,1701975215
11000,1701536598,3,4000,2000,3,2000,0,1702016739
11000,1701536614,3,4000,3000,3,2000,0,1701976491
11000,1701536615,3,4000,3000,3,2000,0,1701975215
2000,1701536522,3,4000,4000,3,2000,0,1702101250
11000,1701536664,3,3000,4000,2,2000,0,1702208126
11000,1701536680,3,4000,4000,3,2000,0,1702092198
11000,1701536708,3,4000,4000,3,2000,0,1701976491
11000,1701536715,3,4000,2000,3,2000,0,1702093529
2000,1701536507,1,4000,4000,3,2000,0,1702087024
2000,1701536788,1,4000,4000,3,2000,0,1702087024
8000,1701536742,1,4000,4000,3,2000,0,1701969085
11000,1701536880,3,4000,3000,3,2000,0,1701973997
11000,1701536881,3,3000,3000,2,2000,0,1701975215
11000,1701536891,3,4000,3000,3,2000,0,1701975215
11000,1701536891,3,4000,3000,3,2000,0,1701973997
11000,1701536892,3,4000,3000,3,2000,0,1701975215
11000,1701536892,3,4000,3000,3,2000,0,1701975215
11000,1701536892,3,4000,3000,3,2000,0,1701975215
11000,1701536914,3,3000,3000,2,2000,0,1702041622
11000,1701536916,3,3000,4000,2,2000,0,1702213387
2000,1701536925,1,4000,4000,3,2000,0,1702087024
11000,1701537064,3,3000,3000,2,2000,0,1702041622
2000,1701537094,1,4000,4000,3,2000,0,1702087024
12002,1701537204,0,3000,4000,2,2000,0,1701977708
8000,1701537089,1,4000,4000,3,2000,0,1701970324
11000,1701537341,3,3000,3000,2,2000,0,1702025499
11000,1701537364,3,4000,2000,3,2000,0,1702022997
11000,1701537365,3,3000,3000,2,2000,0,1702041622
11000,1701537395,3,3000,3000,2,2000,0,1702041622
12002,1701537433,0,4000,4000,3,2000,0,1702300325
11000,1701537443,3,4000,2000,3,2000,0,1702029228
11000,1701537444,3,4000,2000,3,2000,0,1702029228
11000,1701537509,3,4000,2000,3,2000,0,1702090916
11000,1701537509,3,4000,2000,3,2000,0,1702090916
11000,1701537510,3,4000,2000,3,2000,0,1702090916
11000,1701537560,3,4000,2000,3,2000,0,1702102551
8000,1701537436,1,4000,4000,3,2000,0,1701970324
11000,1701537585,3,3000,3000,2,2000,0,1701971546
11000,1701537635,3,3000,3000,2,2000,0,1702041622
11000,1701537668,3,4000,4000,3,2000,0,1701976491
11000,1701537700,3,4000,4000,3,2000,0,1701973997
11000,1701537736,3,3000,2000,2,2000,0,1702103864
2000,1701537599,3,4000,4000,3,2000,0,1702019324
11000,1701537757,3,4000,2000,3,2000,0,1702102551
11000,1701537757,3,3000,3000,2,2000,0,1702041622
11000,1701537779,3,4000,4000,3,2000,0,1701975215
11000,1701537892,3,4000,4000,3,2000,0,1701970324
11000,1701537898,3,4000,4000,3,2000,0,1702052780
11000,1701537909,3,4000,4000,3,2000,0,1701972771
11000,1701537934,3,3000,3000,2,2000,0,1702041622
11000,1701537951,3,4000,2000,3,2000,0,1702029228
2000,1701537797,3,4000,4000,3,2000,0,1702205448
11000,1701537981,3,3000,3000,2,2000,0,1702349456
11000,1701538020,3,4000,3000,3,2000,0,1702132112
11000,1701538028,3,4000,2000,3,2000,0,1702105206
11000,1701538037,3,4000,2000,3,2000,0,1702105206
11000,1701538122,3,4000,2000,3,2000,0,1702092198
11000,1701538206,3,4000,2000,3,2000,0,1702029228
11000,1701538330,3,3000,4000,2,2000,0,1702000791
11000,1701538336,3,4000,2000,3,2000,0,1702105206
11000,1701538338,3,4000,2000,3,2000,0,1702105206
11000,1701538340,3,4000,2000,3,2000,0,1702105206
11000,1701538347,3,4000,2000,3,2000,0,1702029228
11000,1701538348,3,4000,2000,3,2000,0,1702105206
11000,1701538361,3,4000,2000,3,2000,0,1702105206
4200,1701538439,0,4000,4000,3,2000,0,1702372724
11000,1701538472,3,4000,2000,3,2000,0,1702029228
11000,1701538480,3,4000,2000,3,2000,0,1702029228
11000,1701538491,3,4000,2000,3,2000,0,1702029228
11000,1701538496,3,3000,2000,2,2000,0,1702108161
11000,1701538559,3,4000,4000,3,2000,0,1702052780
11000,1701538598,3,4000,4000,3,2000,0,1702114877
11000,1701538598,3,4000,4000,3,2000,0,1702026760
11000,1701538642,3,4000,2000,3,2000,0,1702029228
11000,1701538657,3,4000,2000,3,2000,0,1702105206
6000,1701538471,0,4000,4000,3,2000,0,1702110868
11000,1701538774,3,3000,2000,2,2000,0,1702108161
11000,1701538834,3,4000,2000,3,2000,0,1702029228
2000,1701538837,3,4000,4000,3,2000,0,1702039173
11000,1701538989,3,4000,3000,3,2000,0,1701977708
11000,1701538989,3,4000,3000,3,2000,0,1701977708
11000,1701538999,3,4000,2000,3,2000,0,1702108161
8000,1701538926,1,4000,4000,3,2000,0,1701971546
11000,1701539075,3,4000,4000,3,2000,0,1701975215
2000,1701538995,3,4000,4000,3,2000,0,1702101250
11000,1701539098,3,4000,4000,3,2000,0,1702052780
11000,1701539258,3,4000,2000,3,2000,0,1702105206
11000,1701539303,3,4000,3000,3,2000,0,1701977708
11000,1701539305,3,4000,3000,3,2000,0,1701977708
11000,1701539421,3,3000,3000,2,2000,0,1702349456
11000,1701539431,3,4000,2000,3,2000,0,1702096115
11000,1701539543,3,4000,2000,3,2000,0,1702108161
11000,1701539590,3,4000,3000,3,2000,0,1701976491
11000,1701539591,3,4000,3000,3,2000,0,1701978920
11000,1701539591,3,4000,3000,3,2000,0,1701976491
4200,1701539621,0,4000,4000,3,2000,0,1701973997
11000,1701539655,3,4000,2000,3,2000,0,1702029228
11000,1701539723,3,2000,2000,1,2000,0,1702114877
11000,1701539760,3,4000,2000,3,2000,0,1702029228
11000,1701539816,3,4000,4000,3,2000,0,1701972771
11000,1701539905,3,4000,3000,3,2000,0,1701978920
4200,1701539956,1,4000,4000,3,2000,0,1702359591
11000,1701540009,3,4000,2000,3,2000,0,1702029228
2000,1701540067,0,4000,4000,3,NULL,0,NULL
2000,1701539899,3,4000,4000,3,2000,0,1702134699
11000,1701540162,3,4000,2000,3,2000,0,1702105206
11000,1701540165,3,4000,2000,3,2000,0,1702105206
11000,1701540165,3,4000,2000,3,2000,0,1702105206
11000,1701540165,3,4000,2000,3,2000,0,1702105206
11000,1701540169,3,4000,2000,3,2000,0,1702105206
11000,1701540172,3,4000,2000,3,2000,0,1702105206
11000,1701540172,3,4000,2000,3,2000,0,1702105206
11000,1701540235,3,4000,2000,3,2000,0,1702016739
11000,1701540264,3,3000,2000,2,2000,0,1702267164
6000,1701540194,0,4000,4000,3,2000,0,1701972771
11000,1701540298,3,4000,4000,3,2000,0,1702052780
11000,1701540444,3,4000,2000,3,2000,0,1702108161
11000,1701540453,3,4000,2000,3,2000,0,1702108161
11000,1701540548,3,4000,4000,3,2000,0,1701976491
11000,1701540619,3,4000,2000,3,2000,0,1702108161
11000,1701540844,3,4000,2000,3,2000,0,1702016739
6000,1701540948,0,4000,4000,3,NULL,0,NULL
11000,1701541089,3,4000,2000,3,2000,0,1702105206
11000,1701541091,3,4000,2000,3,2000,0,1702105206
8000,1701541049,1,4000,4000,3,2000,0,1701973997
11000,1701541211,3,4000,4000,3,2000,0,1702054046
11000,1701541264,3,3000,3000,2,2000,0,1702031749
4200,1701541346,0,4000,4000,3,2000,0,1702146105
11000,1701541500,3,4000,4000,3,2000,0,1702052780
3000,1701541598,1,4000,4000,3,NULL,0,NULL
2000,1701541597,3,4000,4000,3,2000,0,1702134699
11000,1701541687,3,4000,2000,3,2000,0,1702105206
11000,1701541741,3,4000,4000,3,2000,0,1702391314
11000,1701541889,3,4000,2000,3,2000,0,1702016739
4200,1701542035,1,4000,4000,3,NULL,0,NULL
4200,1701542178,0,4000,4000,3,2000,0,1701975215
11000,1701542227,3,4000,4000,3,2000,0,1701981368
4200,1701542259,0,4000,4000,3,2000,0,1701978920
11000,1701542525,3,4000,2000,3,2000,0,1702016739
11000,1701542612,3,4000,3000,3,2000,0,1701981368
11000,1701542614,3,3000,3000,2,2000,0,1702022997
11000,1701542614,3,4000,3000,3,2000,0,1701981368
11000,1701542644,3,3000,3000,2,2000,0,1702031749
11000,1701542792,3,4000,2000,3,2000,0,1702022997
11000,1701542893,3,4000,3000,3,2000,0,1701978920
11000,1701542905,3,4000,2000,3,2000,0,1702105206
11000,1701542905,3,4000,2000,3,2000,0,1702105206
11000,1701543002,3,4000,2000,3,2000,0,1701976491
2000,1701542967,3,4000,4000,3,2000,0,1702106776
12002,1701543166,1,3000,4000,2,2000,0,1701998358
11000,1701543194,3,4000,3000,3,2000,0,1701980154
11000,1701543198,3,4000,3000,3,2000,0,1701978920
11000,1701543198,3,4000,3000,3,2000,0,1701978920
11000,1701543202,3,4000,3000,3,2000,0,1701981368
11000,1701543216,3,4000,3000,3,2000,0,1701981368
11000,1701543218,3,4000,3000,3,2000,0,1701981368
11000,1701543220,3,4000,3000,3,2000,0,1701981368
11000,1701543224,3,4000,3000,3,2000,0,1701981368
11000,1701543226,3,4000,3000,3,2000,0,1701981368
11000,1701543226,3,4000,3000,3,2000,0,1701981368
11000,1701543235,3,4000,3000,3,2000,0,1701981368
11000,1701543503,3,4000,3000,3,2000,0,1701978920
11000,1701543615,3,4000,3000,3,2000,0,1702096115
11000,1701543642,3,4000,4000,3,2000,0,1701976491
2000,1701543665,0,4000,4000,3,NULL,0,NULL
11000,1701543725,3,3000,3000,2,2000,0,1702031749
11000,1701543820,3,4000,2000,3,2000,0,1702105206
11000,1701543832,3,4000,2000,3,2000,0,1702105206
11000,1701543832,3,4000,2000,3,2000,0,1702105206
11000,1701543836,3,4000,2000,3,2000,0,1702105206
11000,1701543836,3,4000,2000,3,2000,0,1702105206
11000,1701543836,3,4000,2000,3,2000,0,1702105206
11000,1701543838,3,4000,2000,3,2000,0,1702105206
4200,1701543838,0,4000,4000,3,2000,0,1702103864
11000,1701543840,3,4000,2000,3,2000,0,1702105206
11000,1701543848,3,4000,2000,3,2000,0,1702105206
11000,1701543849,3,4000,2000,3,2000,0,1702105206
4200,1701544563,1,4000,4000,3,2000,0,1702214774
11000,1701544717,3,4000,2000,3,2000,0,1702101250
11000,1701544754,3,4000,2000,3,2000,0,1702105206
2000,1701544277,1,1000,3000,2,2000,0,1702376846
11000,1701544981,3,4000,4000,3,2000,0,1701983789
11000,1701545011,3,4000,2000,3,2000,0,1701980154
11000,1701545036,3,4000,4000,3,2000,0,1701980154
11000,1701545137,3,4000,2000,3,2000,0,1702105206
11000,1701545139,3,4000,2000,3,2000,0,1702105206
11000,1701545167,3,4000,4000,3,2000,0,1702052780
2000,1701545190,3,4000,4000,3,2000,0,1702464500
11000,1701545281,3,4000,4000,3,2000,0,1702221489
2000,1701545307,3,4000,4000,3,2000,0,1702020550
11000,1701545346,3,4000,2000,3,2000,0,1702105206
11000,1701545368,3,4000,4000,3,2000,0,1702103864
11000,1701545368,3,4000,4000,3,2000,0,1702103864
11000,1701545635,3,4000,3000,3,2000,0,1701995936
11000,1701545636,3,4000,3000,3,2000,0,1701995936
11000,1701545636,3,4000,3000,3,2000,0,1702002009
11000,1701545638,3,4000,3000,3,2000,0,1702002009
11000,1701545640,3,4000,3000,3,2000,0,1702002009
11000,1701545645,3,4000,3000,3,2000,0,1701995936
11000,1701545652,3,4000,2000,3,2000,0,1702105206
11000,1701545658,3,4000,2000,3,2000,0,1702105206
11000,1701545663,3,4000,4000,3,2000,0,1702097390
2000,1701546033,1,4000,4000,3,2000,0,1702205448
6000,1701546094,0,4000,4000,3,2000,0,1702195904
11000,1701546190,3,4000,4000,3,2000,0,1702052780
11000,1701546285,3,4000,2000,3,2000,0,1702022997
11000,1701546368,3,4000,4000,3,2000,0,1702052780
11000,1701546525,3,4000,3000,3,2000,0,1701995936
11000,1701546527,3,4000,3000,3,2000,0,1701995936
2000,1701546643,3,4000,4000,3,2000,0,1702202789
11000,1701546959,3,4000,4000,3,2000,0,1702052780
11000,1701546984,3,3000,3000,2,2000,0,1702349456
12002,1701547009,1,3000,4000,2,NULL,0,1701553593
11000,1701547146,3,4000,3000,3,2000,0,1702002009
11000,1701547146,3,4000,3000,3,2000,0,1702002009
2000,1701547244,0,4000,4000,3,NULL,0,NULL
6000,1701547119,0,4000,4000,3,2000,0,1702000791
4200,1701547270,0,4000,4000,3,2000,0,1701980154
11000,1701547402,3,3000,3000,2,2000,0,1702349456
11000,1701547456,3,4000,4000,3,NULL,0,NULL
11000,1701547491,3,4000,2000,3,2000,0,1702105206
11000,1701547491,3,4000,2000,3,2000,0,1702105206
11000,1701547491,3,4000,2000,3,2000,0,1702105206
11000,1701547492,3,4000,2000,3,2000,0,1702105206
11000,1701547503,3,4000,2000,3,2000,0,1702105206
11000,1701547504,3,4000,2000,3,2000,0,1702105206
11000,1701547506,3,4000,2000,3,2000,0,1702105206
11000,1701547507,3,4000,2000,3,2000,0,1702105206
11000,1701547508,3,4000,2000,3,2000,0,1702105206
11000,1701547508,3,4000,2000,3,2000,0,1702105206
11000,1701547508,3,4000,2000,3,2000,0,1702105206
11000,1701547510,3,4000,2000,3,2000,0,1702105206
11000,1701547518,3,4000,2000,3,2000,0,1702105206
11000,1701547518,3,4000,2000,3,2000,0,1702105206
11000,1701547518,3,4000,2000,3,2000,0,1702105206
11000,1701547522,3,4000,2000,3,2000,0,1702105206
11000,1701547702,3,3000,3000,2,2000,0,1702349456
11000,1701547745,3,4000,4000,3,2000,0,1701982584
11000,1701547758,3,4000,3000,3,2000,0,1701997148
11000,1701547758,3,4000,3000,3,2000,0,1701997148
11000,1701547758,3,4000,3000,3,2000,0,1701997148
11000,1701547943,3,3000,3000,2,2000,0,1702349456
11000,1701548219,3,4000,4000,3,2000,0,1702052780
11000,1701548233,3,4000,4000,3,2000,0,1702066301
11000,1701548344,3,4000,4000,3,2000,0,1702030521
11000,1701548344,3,4000,4000,3,2000,0,1701985005
11000,1701548416,3,4000,2000,3,2000,0,1702105206
11000,1701548617,3,3000,3000,2,2000,0,1702025499
11000,1701548644,3,4000,4000,3,2000,0,1702013008
11000,1701548708,3,3000,3000,2,2000,0,1702044152
11000,1701548723,3,3000,3000,2,2000,0,1702349456
2000,1701548904,0,4000,4000,3,NULL,0,NULL
11000,1701549104,3,4000,2000,3,2000,0,1701982584
11000,1701549133,3,3000,3000,2,NULL,0,NULL
11000,1701549177,3,4000,4000,3,2000,0,1701989897
11000,1701549298,3,4000,4000,3,2000,0,1702052780
9000,1701549157,1,4000,4000,3,2000,0,1702015489
11000,1701549310,3,4000,2000,3,2000,0,1702105206
11000,1701549315,3,4000,2000,3,2000,0,1702105206
11000,1701549315,3,4000,2000,3,2000,0,1702105206
11000,1701549315,3,4000,2000,3,2000,0,1702105206
11000,1701549318,3,4000,2000,3,2000,0,1702105206
11000,1701549322,3,4000,2000,3,2000,0,1702105206
11000,1701549328,3,4000,2000,3,2000,0,1702105206
11000,1701549329,3,4000,2000,3,2000,0,1702105206
11000,1701549391,3,4000,2000,3,2000,0,1702094850
11000,1701549502,3,3000,3000,2,2000,0,1702349456
4200,1701549514,1,4000,4000,3,2000,0,1702392600
11000,1701549922,3,4000,3000,3,2000,0,1701985005
11000,1701550085,3,3000,3000,2,2000,0,1702022997
4200,1701550149,0,4000,4000,3,2000,0,1701989897
11000,1701550465,3,3000,3000,2,2000,0,1702349456
11000,1701550554,3,4000,2000,3,2000,0,1702101250
11000,1701550559,3,4000,4000,3,2000,0,1701986221
11000,1701550559,3,4000,4000,3,2000,0,1701985005
11000,1701550571,3,3000,3000,2,2000,0,1701995936
11000,1701550833,3,4000,2000,3,2000,0,1702105206
11000,1701550846,3,4000,2000,3,2000,0,1702105206
11000,1701550851,3,4000,2000,3,2000,0,1702105206
11000,1701550851,3,4000,2000,3,2000,0,1702105206
11000,1701550857,3,4000,2000,3,2000,0,1702105206
11000,1701550863,3,4000,2000,3,2000,0,1702105206
2000,1701550929,0,4000,4000,3,NULL,0,NULL
11000,1701551097,3,4000,4000,3,2000,0,1702052780
11000,1701551171,3,4000,4000,3,2000,0,1701995936
11000,1701551385,3,4000,2000,3,2000,0,1701985005
11000,1701551423,3,3000,3000,2,2000,0,1702349456
11000,1701551966,3,3000,4000,2,2000,0,1702213387
11000,1701552065,3,4000,2000,3,2000,0,1702105206
11000,1701552068,3,4000,2000,3,2000,0,1702105206
11000,1701552068,3,4000,2000,3,2000,0,1702105206
11000,1701552073,3,4000,2000,3,2000,0,1701986221
11000,1701552085,3,4000,2000,3,2000,0,1702105206
11000,1701552170,3,4000,4000,3,2000,0,1701986221
11000,1701552239,3,4000,4000,3,2000,0,1702061426
11000,1701552458,3,3000,3000,2,2000,0,1701985005
11000,1701552666,3,4000,2000,3,2000,0,1702105206
11000,1701552668,3,4000,2000,3,2000,0,1702105206
8000,1701552684,1,4000,4000,3,2000,0,1701985005
12002,1701552754,0,3000,4000,2,2000,0,1701998358
8000,1701552839,1,4000,4000,3,2000,0,1701985005
11000,1701552898,3,4000,4000,3,2000,0,1702052780
11000,1701552956,3,4000,4000,3,2000,0,1702052780
8000,1701552994,1,4000,4000,3,2000,0,1701986221
8000,1701553149,1,4000,4000,3,2000,0,1701986221
8000,1701552862,1,4000,4000,3,2000,0,1701986221
8000,1701553302,1,4000,4000,3,2000,0,1701986221
8000,1701553456,1,4000,4000,3,2000,0,1701986221
8000,1701553422,1,4000,4000,3,2000,0,1701986221
11000,1701553589,3,4000,4000,3,2000,0,1701987455
8000,1701553611,1,4000,4000,3,2000,0,1701986221
8000,1701553765,1,4000,4000,3,2000,0,1701986221
8000,1701553725,1,4000,4000,3,2000,0,1701986221
8000,1701553919,1,4000,4000,3,2000,0,1701986221
8000,1701553919,1,4000,4000,3,2000,0,1701986221
12002,1701554069,1,3000,4000,2,2000,0,1701994728
11000,1701554098,3,4000,4000,3,2000,0,1701988676
8000,1701554074,1,4000,4000,3,2000,0,1701986221
8000,1701554114,1,4000,4000,3,2000,0,1701987455
8000,1701554229,1,4000,4000,3,2000,0,1701987455
11000,1701554345,3,4000,4000,3,2000,0,1701998358
2000,1701554437,0,4000,4000,3,NULL,0,NULL
8000,1701554383,1,4000,4000,3,2000,0,1701987455
3000,1701554474,3,4000,4000,3,2000,0,1702019324
11000,1701554485,3,4000,2000,3,2000,0,1702105206
11000,1701554486,3,4000,2000,3,2000,0,1702105206
11000,1701554486,3,4000,2000,3,2000,0,1702105206
11000,1701554488,3,4000,2000,3,2000,0,1702105206
11000,1701554489,3,4000,2000,3,2000,0,1702105206
11000,1701554500,3,4000,2000,3,2000,0,1702105206
8000,1701554418,1,4000,4000,3,2000,0,1701987455
8000,1701554538,1,4000,4000,3,2000,0,1701987455
8000,1701554692,1,4000,4000,3,2000,0,1701987455
8000,1701554722,1,4000,4000,3,2000,0,1701987455
8000,1701554848,1,4000,4000,3,2000,0,1701987455
11000,1701555005,3,4000,4000,3,NULL,0,NULL
8000,1701555002,1,4000,4000,3,2000,0,1701987455
11000,1701555100,3,3000,3000,2,2000,0,1701988676
8000,1701555026,1,4000,4000,3,2000,0,1701987455
11000,1701555170,3,3000,4000,2,2000,0,1702213387
8000,1701555156,1,4000,4000,3,2000,0,1701987455
11000,1701555299,3,4000,4000,3,2000,0,1702052780
11000,1701555358,3,4000,4000,3,2000,0,1702052780
11000,1701555369,3,3000,4000,2,2000,0,1702000791
8000,1701555311,1,4000,4000,3,2000,0,1701987455
11000,1701555398,3,4000,4000,3,2000,0,1701988676
8000,1701555331,1,4000,4000,3,2000,0,1701988676
8000,1701555468,1,4000,4000,3,2000,0,1701988676
4200,1701555545,0,4000,4000,3,2000,0,1701989897
8000,1701555626,1,4000,4000,3,2000,0,1701988676
8000,1701555634,1,4000,4000,3,2000,0,1701988676
11000,1701555779,3,4000,4000,3,2000,0,1701989897
8000,1701555783,1,4000,4000,3,2000,0,1702631103
8000,1701555937,1,4000,4000,3,2000,0,1701988676
2000,1701556168,0,4000,4000,3,2000,0,1702358296
11000,1701556287,3,4000,2000,3,2000,0,1701992312
8000,1701556239,1,4000,4000,3,2000,0,1701988676
11000,1701556489,3,4000,4000,3,2000,0,1702052780
11000,1701556500,3,4000,4000,3,2000,0,1702052780
11000,1701556568,3,4000,4000,3,2000,0,1702052780
11000,1701556573,3,4000,2000,3,2000,0,1702093529
8000,1701556541,1,4000,4000,3,2000,0,1701989897
4200,1701556673,1,4000,4000,3,2000,0,1702258847
11000,1701557027,3,4000,2000,3,2000,0,1701992312
11000,1701557218,3,4000,2000,3,2000,0,1702105206
11000,1701557699,3,4000,4000,3,2000,0,1702052780
11000,1701557968,3,4000,3000,3,2000,0,1701997148
2000,1701558118,0,4000,4000,3,NULL,0,NULL
11000,1701558155,3,4000,2000,3,2000,0,1702105206
11000,1701558155,3,4000,2000,3,2000,0,1702105206
11000,1701558156,3,4000,2000,3,2000,0,1702105206
11000,1701558358,3,4000,4000,3,2000,0,1702052780
11000,1701558389,3,4000,4000,3,2000,0,1702213387
11000,1701558425,3,4000,4000,3,NULL,0,NULL
11000,1701558608,3,3000,4000,2,2000,0,1702092198
11000,1701558821,3,3000,3000,2,2000,0,1702025499
11000,1701558899,3,4000,4000,3,2000,0,1702052780
11000,1701558947,3,3000,3000,2,2000,0,1702250156
11000,1701559207,3,4000,4000,3,2000,0,1702054046
11000,1701559269,3,3000,4000,2,2000,0,1702037929
4200,1701559393,0,4000,4000,3,2000,0,1701992312
11000,1701559401,3,4000,3000,3,2000,0,1702025499
11000,1701559415,3,3000,3000,2,2000,0,1702022997
4200,1701559608,0,4000,4000,3,2000,0,1701993518
11000,1701560138,3,4000,2000,3,2000,0,1701998358
11000,1701560317,3,3000,2000,2,2000,0,1701993518
11000,1701560416,3,4000,4000,3,2000,0,1702054046
11000,1701560416,3,4000,4000,3,2000,0,1702054046
11000,1701560416,3,4000,4000,3,2000,0,1702054046
11000,1701560423,3,3000,3000,2,2000,0,1702349456
11000,1701560423,3,4000,4000,3,2000,0,1702054046
11000,1701560423,3,4000,4000,3,2000,0,1702054046
2000,1701560686,0,4000,4000,3,NULL,0,NULL
11000,1701560724,3,4000,4000,3,2000,0,1702052780
11000,1701560999,3,4000,4000,3,2000,0,1701998358
11000,1701561185,3,3000,2000,2,2000,0,1701993518
4200,1701561268,0,4000,4000,3,2000,0,1701994728
11000,1701561612,3,4000,4000,3,2000,0,1702054046
4200,1701561682,1,4000,4000,3,2000,0,1702078399
2000,1701561732,0,4000,4000,3,NULL,0,NULL
11000,1701561733,3,4000,3000,3,2000,0,1702010533
11000,1701561977,3,3000,4000,2,2000,0,1702000791
11000,1701562032,3,4000,4000,3,2000,0,1701994728
2000,1701562306,3,4000,4000,3,2000,0,1702133402
11000,1701562463,3,3000,3000,2,2000,0,1702349456
11000,1701562463,3,3000,3000,2,2000,0,1702349456
11000,1701562483,3,3000,3000,2,2000,0,1702349456
11000,1701562618,3,4000,4000,3,2000,0,1702052780
11000,1701562680,3,4000,4000,3,2000,0,1702002009
11000,1701562691,3,3000,4000,2,2000,0,1702000791
11000,1701562780,3,4000,2000,3,2000,0,1702106776
11000,1701562812,3,4000,4000,3,2000,0,1702054046
11000,1701562812,3,4000,4000,3,2000,0,1702054046
4200,1701563010,0,4000,4000,3,2000,0,1702426138
11000,1701563159,3,4000,4000,3,2000,0,1702052780
9000,1701563314,1,4000,4000,3,2000,0,1702434898
4200,1701563317,0,4000,4000,3,NULL,0,NULL
2000,1701563439,3,4000,4000,3,2000,0,1702098681
11000,1701563557,3,4000,2000,3,2000,0,1702101250
3000,1701563863,0,4000,4000,3,NULL,0,NULL
2000,1701563735,3,4000,4000,3,2000,0,1702351808
11000,1701564008,3,4000,4000,3,2000,0,1702054046
11000,1701564019,3,4000,4000,3,2000,0,1701998358
2000,1701564083,3,4000,4000,3,2000,0,1702019324
6000,1701564257,1,4000,4000,3,2000,0,1701997148
11000,1701564313,3,4000,2000,3,2000,0,1701997148
11000,1701564323,3,4000,2000,3,2000,0,1701997148
11000,1701564624,3,3000,4000,2,2000,0,1702046605
11000,1701564730,3,4000,2000,3,2000,0,1701998358
11000,1701564909,3,3000,4000,2,2000,0,1702098681
11000,1701565226,3,4000,4000,3,2000,0,1702006901
2000,1701565265,0,4000,4000,3,NULL,0,NULL
11000,1701565570,3,3000,4000,2,2000,0,1702067509
2000,1701565512,3,4000,4000,3,2000,0,1702089612
11000,1701565760,3,3000,3000,2,2000,0,1702349456
11000,1701565868,3,4000,2000,3,2000,0,1702170857
11000,1701565911,3,4000,2000,3,2000,0,1702170857
11000,1701565926,3,3000,2000,2,2000,0,1702170857
11000,1701565941,3,3000,3000,2,2000,0,1702349456
4200,1701565963,1,4000,4000,3,2000,0,1702173410
2000,1701565807,3,3000,3000,2,2000,0,1702029228
11000,1701566059,3,3000,3000,2,2000,0,1702349456
11000,1701566102,3,4000,2000,3,2000,0,1701999582
11000,1701566103,3,4000,2000,3,2000,0,1701999582
11000,1701566256,3,3000,3000,2,2000,0,1702502242
11000,1701566322,3,4000,2000,3,2000,0,1702170857
11000,1701566412,3,4000,4000,3,2000,0,1702054046
11000,1701566527,3,3000,4000,2,2000,0,1702213387
11000,1701566542,3,3000,3000,2,2000,0,1702349456
11000,1701566621,3,3000,2000,2,2000,0,1702083274
11000,1701566661,3,3000,3000,2,2000,0,1702349456
11000,1701566686,3,4000,4000,3,2000,0,1702011777
11000,1701566721,3,3000,3000,2,2000,0,1702349456
11000,1701566725,3,3000,3000,2,2000,0,1702349456
11000,1701566928,3,4000,2000,3,2000,0,1702002009
11000,1701566932,3,4000,4000,3,2000,0,1702505933
11000,1701567019,3,3000,3000,2,2000,0,1702008109
11000,1701567221,3,3000,3000,2,2000,0,1702025499
3000,1701567248,3,4000,4000,3,2000,0,1702019324
11000,1701567323,3,3000,3000,2,2000,0,1702349456
11000,1701567418,3,4000,4000,3,2000,0,1702092198
11000,1701567442,3,3000,3000,2,2000,0,1702349456
11000,1701567523,3,4000,4000,3,2000,0,1702000791
11000,1701567606,3,4000,4000,3,2000,0,1702054046
11000,1701567740,3,4000,4000,3,2000,0,1702000791
11000,1701567782,3,4000,2000,3,2000,0,1702022997
11000,1701567935,3,4000,4000,3,2000,0,1702002009
11000,1701567942,3,4000,4000,3,2000,0,1702002009
11000,1701568013,3,4000,4000,3,2000,0,1702013008
6000,1701568221,1,3000,4000,2,2000,0,1702003247
11000,1701568253,3,4000,4000,3,2000,0,1702009320
2000,1701568885,0,4000,4000,3,NULL,0,NULL
11000,1701568981,3,4000,4000,3,2000,0,1702054046
11000,1701568986,3,4000,4000,3,2000,0,1702054046
11000,1701568991,3,3000,2000,2,2000,0,1702010533
11000,1701569000,3,3000,4000,2,2000,0,1702011777
11000,1701569014,3,4000,4000,3,2000,0,1702093529
11000,1701569090,3,4000,3000,3,2000,0,1702010533
